,question,expected_answer,chatbot_answer,page,chatbot_page,cos_sim_baseline,rouge_1_f1_baseline,rouge_2_f1_baseline,rouge_l_f1_baseline,page_match
74,What Causes Ischemic Stroke?,"An ischemic stroke is caused by a clot becoming lodged in an artery of the brain, usually due to narrowing of the artery from cardiovascular disease.",Ischemic stroke is typically caused by a blockage in an artery that supplies blood to the brain. The blockage is usually due to a blood clot that forms within an artery or travels from elsewhere in the body and becomes lodged in a brain artery,58,0,0.8541359,0.555555550665295,0.23880596555134778,0.40740740251714685,0
75,What are some common causes of eye injuries?,"Foreign objects or particles in the eye, an impact to the eye, radiation or burns, chemicals or other caustic materials.","Some common causes of eye injuries include:

1. Foreign objects entering the eye, such as dust, debris, or particles
2. Chemical exposure or splashes
3. Blows to the eye from accidents, sports activities, or fights
4",102,0,0.6380558,0.29166666222222226,0.15094339174083315,0.2499999955555556,0
76,"When should you move a person with a head, neck, or spinal injury?","You may need to move a person with a head, neck, and/or spinal injury in the following situations: 1) The person’s airway is blocked (for example, if the person vomits) 2) The scene of the emergency becomes dangerous 3) There is no organized EMS response in the region (for example, if the injury occurs in a very remote area)","If a person has a head, neck, or spinal injury, it is important to avoid moving them unless absolutely necessary. Moving them incorrectly can worsen their injury and potentially cause paralysis or other serious complications. If the person is in immediate danger or if",116,0,0.7333583,0.27160493330894686,0.08247422186842414,0.24691357528425553,0
77,"At what level should a complaint of abuse, neglect, harassment, or harassment be taken?",The complaint cannot be diminished or ignored. There must always be a response. Both verbal and non-verbal disclosures need to be handled sensitively while following specific procedures.,"Any complaint of abuse, neglect, harassment, or discrimination should be taken seriously and reported to the appropriate authorities or organizational policies at the earliest opportunity. In general, these types of complaints should be reported to a supervisor, manager, human resources department, or",18,0,0.52452296,0.20338982562482055,0.0,0.20338982562482055,0
78,What are the symptoms of osteoporosis?,"The loss of density and strength leaves bones more susceptible to fractures (especially of the hips, vertebrae, and wrists). Instead of being caused by tremendous force, fractures may now occur spontaneously, with little or no aggravation, trauma, or force.","Common symptoms of osteoporosis may include:

1. Back pain, caused by fractured or collapsed vertebrae
2. Loss of height over time
3. Stooped posture
4. Easy fracturing of bones, particularly in the hip,",128,0,0.50494015,0.18461537962603566,0.028571423608164125,0.18461537962603566,0
79,What should you do if you're afraid of being sued for making a mistake in first aid?,"As long as you act reasonably, you don't need to worry about being sued. All provinces and territories have laws to protect bystanders who give emergency help.","If you are providing first aid in good faith and to the best of your ability, you are generally protected from liability under Good Samaritan laws in many jurisdictions. However, it is important to always act within your scope of training and knowledge, seek consent",15,0,0.44685456,0.15873015394305884,0.0,0.09523809045099545,0
80,What are the signs and symptoms of an allergic reaction?,"The signs and symptoms of an allergic reaction can vary depending on the trigger, but they typically involve the airways, skin, sinuses, nasal passages, cardiovascular system, and digestive systems. Common symptoms include runny or stuffy nose, sneezing, itchy or swollen eyes, nausea, vomiting, diarrhea, rash or hives, tingling of the mouth, swelling of the lips, tongue, face, or throat, coughing, chest tightness, wheezing, shortness of breath, weakness, dizziness, or confusion.","Signs and symptoms of an allergic reaction can vary depending on the individual and the severity of the reaction. Some common signs and symptoms include:

1. Skin reactions such as hives, itching, or rash
2. Swelling of the face,",85,0,0.7363857,0.36363635914256204,0.23076922624260363,0.34090908641528933,0
81,How do you use the scale?,Use ladders carefully and correctly.,"To use a scale, you typically place the item you want to weigh on the scale platform or tray. Make sure the scale is properly calibrated and adjusted to zero. Read the display to see the weight measurement. If the scale has different units, make",114,0,0.2280157,0.04999999781250009,0.0,0.04999999781250009,0
82,What to do with unexpected funds?,"Common items such as rolled newspapers, scarves, belts, and pillows can be used to improvise slings and splints if commercial versions are not available. Medical tape and medical braces can also be used to support strains and sprains.","When you receive unexpected funds, such as a windfall or bonus, it's important to make smart decisions about how to manage and use the money. Here are some suggestions on what you can do with unexpected funds:

1. **Emergency Fund**: Consider",124,0,0.082988404,0.1739130385297208,0.026666661688889814,0.1739130385297208,0
83,Does wearing gloves eliminate the need for personal hygiene?,"No, wearing gloves helps to protect you from infection, but it does not eliminate the need for proper hygiene. First Aiders should always wash their hands thoroughly when they have finished giving care, even if they wore gloves the entire time.","Wearing gloves can help prevent the direct contact of your hands with potentially harmful substances, but it does not eliminate the need for personal hygiene. Proper hand hygiene, such as washing hands with soap and water or using hand sanitizer, is important to prevent the",23,0,0.72341347,0.31168830668915504,0.17073170232004772,0.31168830668915504,0
84,Who should give the first dose of a new medication?,"Parents or guardians should give the first dose of a new medication so that they can watch for any unusual signs, symptoms, reactions, or behaviors in their children or babies.","The first dose of a new medication should ideally be given by a healthcare professional, such as a doctor, nurse, or pharmacist. They can provide important information about the medication, including dosage instructions, potential side effects, and how to take it properly.",193,0,0.6836599,0.2941176422145329,0.14285713800408179,0.23529411280276827,0
85,How do you respond when violence is exposed?,A person revealing experiences of abuse—past or present—can be challenging and upsetting. Your response to the disclosure is critical. Studies show that the manner in which a disclosure of interpersonal violence is handled is a significant factor in determining the psychological impact on the victim. Indifference and blame are damaging responses that can have long-lasting consequences.,"When violence is exposed, it is important to respond with empathy, support, and a commitment to justice. Here are some steps you can take:

1. Prioritize safety: Ensure that anyone involved in or affected by the violence is safe and has the",17,0,0.55833346,0.27160493333333335,0.021052626703602237,0.24691357530864202,0
86,What would you do if you were choking and needed to cry for help?,"Calling EMS/9-1-1 does not always tell the dispatcher your location. It is important to move to a public area or a place where you are likely to be seen. If using a mobile phone, enhanced 9-1-1 services may be able to triangulate your position, but it is accurate only to within several hundred meters. If using a VOIP system, the location of the call depends on how the system is set up. If calling from a landline phone, your exact position within the building will not be pinpointed.","If I were choking and needed to cry for help, I would try to attract someone's attention by making noise, such as coughing loudly or banging on something nearby. If there is no one around, I would attempt to perform the Heimlich",50,0,0.18681055,0.12121211658402223,0.0,0.12121211658402223,0
87,How does angina differ from a heart attack?,"The signs and symptoms of angina are similar to a heart attack, but the pain in angina is usually triggered by physical activity or stress, goes away if the person rests, and is often relieved by medication like nitroglycerin.","Angina and a heart attack are both conditions that affect the heart, but they have some key differences:

1. Angina:
- Angina is chest pain or discomfort that occurs when the heart muscle does not receive enough oxygen-rich blood.
- It",57,0,0.5986489,0.2571428521469389,0.025641020644313926,0.1714285664326532,0
88,When should I call EMS/9-1-1?,"EMS/9-1-1 should be called if the person is having trouble breathing, or if the sap is on the person's eyes, face, or groin.","You should call EMS/9-1-1 immediately in the following emergencies:

1. Difficulty breathing 
2. Severe chest pain
3. Signs of stroke (facial drooping, arm weakness, slurred speech)
4. Uncontrolled",166,0,0.6076075,0.13043477784499072,0.0,0.0869565169754256,0
89,What is the proper technique for removing gloves without skin contamination?,"The proper technique for removing gloves without contaminating your skin is as follows:
1. With one hand, pinch the glove at the wrist of your second hand, being careful to touch only the glove's outer surface.
2. Pull the glove down and off your hand.
3. Form the glove into a ball and hold it in the palm of your gloved hand.
4. Insert your gloveless thumb under the glove of your other hand at the inner wrist.
5. Pull the glove downward off the hand, turning it inside out and trapping the other balled glove inside.
6. Discard gloves appropriately.
7. Wash your hands thoroughly with soap and water for at least 30 seconds, using the proper handwashing technique.","To properly remove gloves without contaminating your skin, follow these steps:

1. Grab one glove near the wrist and peel it off, turning it inside out as you pull it away from your hand.
2. Hold the removed glove in the gloved",25,0,0.9013405,0.33628318149894276,0.11842104869200153,0.33628318149894276,0
90,How does smoking affect the risk of cardiovascular disease?,Smoking is a major risk factor for developing cardiovascular disease. Smokers have a risk of sudden death that is 2 to 4 times greater than that of non-smokers.,"Smoking significantly increases the risk of developing cardiovascular disease. The chemicals in tobacco smoke can damage the lining of blood vessels, leading to the build-up of fatty deposits (atherosclerosis) that can restrict blood flow and increase the risk of heart attacks,",54,0,0.79122597,0.2909090860429753,0.09230768745088783,0.2909090860429753,0
91,What should you use to secure dressings?,Adhesive tape,"You can use medical tape or adhesive bandages to secure dressings in place. Additionally, you can also use elastic bandages or gauze to hold dressings in place on larger wounds.",12,0,0.561536,0.08333333180555559,0.0,0.08333333180555559,0
92,What are the symptoms of scabies?,"Many tiny blisters, scratch marks, and scaly crusts found mainly in skin folds (e.g., between fingers, on wrists, on the torso, and on genitals). Extreme itchiness.","Scabies symptoms can include:

1. Intense itching, especially at night
2. Small, red bumps or hives
3. Thin, irregular burrow tracks made of tiny blisters or bumps on the skin
4. Sores caused",184,0,0.36375776,0.14285713791454097,0.033898300120655714,0.14285713791454097,0
93,What are the important things to remember when rolling a person into the recovery position?,"The important things to remember when rolling a person into the recovery position are:
- Support and protect the head while rolling the person.
- Try to roll the person as one unit (head, back, and legs at the same time).
- Roll the person into a position where the body will stay safely on its side.
- Position the head so that it keeps the airway open.
- Check the ABCs (Airway, Breathing, Circulation) after completing the roll.","When rolling a person into the recovery position, there are several important things to remember to ensure their safety and well-being:

1. Check for danger: Before moving the person, make sure the area is safe and there are no hazards that could harm them",35,0,0.79328185,0.2826086908034027,0.13793102986325817,0.17391303862948973,0
94,What happens when a vertebra in the spine compresses or cuts the spinal cord?,"Severe injuries can move or break the vertebrae so that they squeeze or cut the spinal cord, causing temporary or permanent paralysis, or even death.","When a vertebra in the spine compresses or cuts the spinal cord, it can result in serious medical conditions and potentially lead to significant complications. This condition is known as spinal cord compression and can be caused by various factors such as trauma, herniated",112,0,0.7051233,0.16949152083883953,0.05970148793940779,0.1355932157540938,0
95,How many compressions and breaths are recommended for infant CPR?,30 compressions and 2 breaths,"For infant CPR, it is recommended to perform 30 compressions followed by 2 breaths. The cycle of 30 compressions and 2 breaths should be repeated continuously until help arrives or the infant shows signs of responsiveness.",72,0,0.67469263,0.2857142832653061,0.21621621428780138,0.2857142832653061,0
96,What is croup?,Croup is inflammation of the throat and vocal cords.,"Croup is a common respiratory illness in children, typically caused by a viral infection. It is characterized by a distinctive barking cough, hoarseness, and difficulty breathing due to swelling and narrowing of the upper airways. Croup is usually mild",191,0,0.77275944,0.24390243559785843,0.09090908793388439,0.19512194779298042,0
97,When should you roll a person from a face-down to a face-up position?,"You should roll a person from a face-down to a face-up position if they are unresponsive, not breathing, or if the face-down position makes it impossible to check the person's ABCs.","You should roll a person from a face-down to a face-up position if they are unresponsive and not breathing. This can help open their airway and make it easier to administer CPR if needed. However, it's important to make sure you are",32,0,0.792072,0.5172413744589776,0.39436619230311454,0.5172413744589776,0
98,Is it safe for a pregnant woman to use?,"Yes, it is safe to use an AED on a woman who is pregnant.","I'm sorry, could you please provide more context or specify the product or situation you are referring to in order for me to give you accurate information?",77,0,0.2538854,0.05555555094135841,0.0,0.05555555094135841,0
99,What can you do to help ensure that care begins as soon as possible in a life-threatening emergency?,By preparing for emergencies.,"In a life-threatening emergency situation, the following steps can help ensure that care begins as soon as possible:

1. Call emergency services: The first step is to call 911 or the appropriate emergency number in your area to request immediate assistance from trained medical",13,0,0.53138185,0.0,0.0,0.0,0
100,How can you prevent tick bites?,"Avoid wooded areas and areas with high grass and leaf litter. Walk in the center of hiking trails. Wear long-sleeved shirts and pants, tuck your shirt into your pants and your pant legs into your socks or boots. Use insect repellents with DEET. Check gear and pets for ticks. Do a head-to-toe check for ticks after being outdoors. Put outdoor clothing in a tumble dryer on high heat. Seal the area where children's pants and socks meet to prevent ticks from entering.","To prevent tick bites, you can take the following precautions:

1. Avoid areas with high grass and leaf litter.
2. Walk in the center of trails.
3. Use insect repellent that contains DEET or picaridin.
4.",172,0,0.67223346,0.39175257270698266,0.19469026121074484,0.39175257270698266,0
101,What should a man do if he suspects a concussion?,"If a person suspects they have a concussion, they should stop the activity they were engaged in when the incident occurred and seek medical attention as soon as possible. It is important to follow up with a qualified healthcare provider for a full evaluation and to receive appropriate care.","If a man suspects he has a concussion, here are the steps he should take:

1. Seek medical attention immediately - Concussions can have serious consequences if not properly evaluated and treated. It's important to see a healthcare professional as soon as possible.

",118,0,0.74373174,0.3999999950000001,0.15384614886124884,0.349999995,0
102,What number do most people in Canada call for help in emergencies?,9-1-2001,"In Canada, the number most people call for help in emergencies is 911. This number connects you to police, fire, and medical services.",20,0,0.14568353,0.0,0.0,0.0,0
103,What would you do if an elderly or pregnant adult chokes?,"If you cannot reach far enough around a person to perform abdominal thrusts, or if you are aiding a woman who is obviously pregnant, alternate between 5 firm back blows and 5 chest thrusts. Continue until the object comes out, the person begins to breathe or cough, or the person becomes unresponsive.","If an elderly or pregnant adult chokes, it is important to act quickly and effectively. Here are the steps you can follow:

1. Stay calm and encourage the person to cough to try to dislodge the object themselves.
2. If they",50,0,0.4806097,0.26315788979224386,0.06666666172839542,0.21052631084487544,0
104,What should you do if your chest does not rise after the first breath?,"After the 30 chest compressions, look in the person’s mouth. If you see an object, carefully remove it by grasping the lower jaw and tongue (if possible) while opening the mouth, and using one finger to sweep behind the object to lift it out.","If the chest does not rise after the first breath, it may indicate that the breath was not effective in getting air into the lungs. In this situation, it is important to reassess the positioning of the person's head and neck to ensure that the",69,0,0.44901016,0.19444443944830261,0.0,0.19444443944830261,0
105,What are the steps to prepare for pad application?,"The steps to prepare for applying the AED pads are:
1. Remove or cut away clothing and undergarments to expose the person's chest.
2. Move or remove any objects that could come into contact with the pads.
3. If the person's chest is wet, dry it using a towel or gauze pad.
4. Small amounts of chest hair will not interfere with pad adhesion. If the person has thick chest hair, shave the areas where the pads will be placed using the razor included with the AED prep kit.","Preparing for pad application involves several steps. Here are the general steps to follow:

1. Clean the area: Before applying the pad, make sure the skin is clean and dry. Wash the area with mild soap and water, and pat it dry.

",74,0,0.5314575,0.23999999545000006,0.032258060036421024,0.2199999954500001,0
106,What labels cover electric toys?,Electrical toys must bear the Canadian Standards Association (CSA) label.,"When it comes to electric toys, there are several important labels that may be present on the packaging or the toy itself:

1. **Age recommendation**: This label provides guidance on the appropriate age range for children who can safely play with the toy.

2",198,0,0.6421851,0.08163264981257823,0.0,0.08163264981257823,0
107,How can a breathing problem be identified?,A breathing problem can be identified by watching and listening to the person's breathing and by asking the person how they feel.,"Breathing problems can be identified through various symptoms and diagnostic tests. Some common signs of a breathing problem include shortness of breath, wheezing, chest tightness, persistent coughing, rapid breathing, and difficulty breathing during physical exertion.

To",80,0,0.5807526,0.23529411307958487,0.10714285245535735,0.23529411307958487,0
108,Where should the kids go skating and rollerblading?,Playgrounds and paths built for skateboarding and in-line skating.,"There are many places where kids can go skating and rollerblading. Some options include outdoor roller rinks, indoor skating facilities, skate parks, and designated paths or trails. Check for nearby parks with designated areas for skating or rollerblading, as",201,0,0.6660557,0.19512194807852473,0.0,0.19512194807852473,0
109,What causes an ischemic stroke?,"An ischemic stroke is caused by a clot becoming lodged in an artery of the brain, usually due to narrowing of the artery from cardiovascular disease.","An ischemic stroke is caused by a blockage in an artery that supplies blood to the brain, leading to a decrease or lack of blood flow and oxygen to a specific part of the brain. This blockage can occur due to a blood clot that",58,0,0.85311085,0.5714285665880103,0.3333333287052342,0.5357142808737245,0
110,What are the effects of numbness?,"Febrile seizures are seizures that occur in babies and young children when their body temperatures suddenly rise, usually due to a high fever.","Numbness is the lack of sensation, often described as a tingling or loss of feeling in a particular area of the body. The effects of numbness can vary depending on the underlying cause and the specific body part affected. Some common effects of",136,0,0.25979868,0.1454545406545456,0.0,0.1454545406545456,0
111,How many breaths should you give?,2 breaths.,"On average, an adult at rest takes about 12 to 20 breaths per minute. It's important to breathe in a slow, controlled manner to maintain proper oxygenation and carbon dioxide elimination in the body. If you're feeling short of breath",68,0,0.612381,0.05128205030900725,0.0,0.05128205030900725,0
112,"When do you suspect a head, neck, or spinal cord injury?","You should suspect a head, neck, and/or spinal injury in situations such as a fall from any height greater than the height of the person, any diving injury, a person found unresponsive for unknown reasons, or any injury that involves a strong blow to the lower jaw, head, or torso.","A head, neck, or spinal cord injury should be suspected if the person has been involved in any of the following situations:

1. A significant impact to the head or neck, such as a fall from a height, a car accident, or a",113,0,0.77189827,0.4657534196809908,0.1538461488757398,0.35616437858510047,0
113,What are the signs and symptoms of opioid addiction?,"Signs and symptoms of an opioid overdose include slowed breathing (or no breathing), chest tightness, extreme drowsiness or unresponsiveness, and small pupils.","The signs and symptoms of opioid addiction can vary depending on the individual, but they may include:

1. Strong and persistent urge to use opioids, even when not in pain
2. Needing higher doses of opioids to achieve the same effects (tol",169,0,0.6716062,0.1355932157540938,0.06451612455254975,0.1355932157540938,0
114,How should a tourniquet be applied?,"To apply a tourniquet, follow these steps:
1. Apply the tourniquet 5 to 10 cm (2 to 4 in.) above the injury, avoiding joints.
2. Tighten the tourniquet until the bleeding stops.
3. Secure the tourniquet in place.
4. Document the time the tourniquet was tightened.","A tourniquet should be applied following these steps:

1. Identify the location of the bleeding.
2. Select a wide and flat band such as a belt, bandage, or purpose-built tourniquet.
3. Place the t",61,0,0.7879023,0.27692307195266275,0.07894736350761804,0.27692307195266275,0
115,Why should you avoid pushing on an injured person's pelvis with retarded hands?,"Pushing on a person's injured pelvis can cause serious injury or worsen an existing condition, so it should not be touched during the hands-on check.",It is important to avoid pushing on an injured person's pelvis with rapid hands because doing so can worsen their injury or cause further damage. Handling an injury with care and gentle movements is crucial to prevent any additional harm to the person's body.,39,0,0.78359663,0.3870967693808533,0.029850741670751434,0.2580645113163372,0
116,How do you prevent them from falling around your home or workplace?,"Prevent falls around the home and workplace with non-slip floors, non-slip treads on stairs, handrails on staircases, rugs secured with double-sided adhesive tape, and handrails by the bathtub and toilet if necessary.","To prevent items from falling around your home or workplace, you can follow these tips:

1. Secure loose items: Make sure that any objects that can easily tip over or fall are secured properly. This includes using adhesive putty, double-sided tape,",114,0,0.601036,0.19047618568909055,0.0,0.15873015394305884,0
117,How can snow blindness be prevented?,"To help prevent snow blindness, wear sunglasses that block 100% of UV rays and prevent light from shining in from below, above, or the sides.","Snow blindness, also known as photokeratitis, is a painful eye condition caused by exposure to UV rays reflected off snow or ice. To prevent snow blindness, you can take the following precautions:

1. Wear sunglasses or snow goggles that block 100",154,0,0.77092505,0.36666666193888897,0.12499999531250018,0.36666666193888897,0
118,What rules does it specify for a child care tool in the middle of the story?,Provincial/territorial legislation specifies regulations for child care centre play equipment.,"I'm sorry, can you please clarify your question? Are you asking about rules in a specific story involving a child care tool?",198,0,0.43837684,0.13333332888888905,0.06666666246666693,0.13333332888888905,0
119,What are some ways to reduce the risk of infection when performing first aid?,You can reduce the risk of infection by wearing gloves and using a CPR breathing barrier.,"Here are some tips to reduce the risk of infection when performing first aid:

1. Wash your hands thoroughly with soap and water before and after providing first aid.
2. Wear disposable gloves when treating open wounds or bodily fluids.
3. Use sterile dress",15,0,0.43751067,0.24561403104955376,0.13793103064803816,0.24561403104955376,0
120,What are dull chest injuries?,A blunt chest injury is caused by a crushing force that does not create a wound in the chest wall. The most common blunt chest injury is a broken rib.,"Dull chest injuries refer to blunt force trauma to the chest region that does not break the skin. These injuries can result from various mechanisms such as falls, motor vehicle accidents, or blunt force trauma during physical altercations. Symptoms of dull chest injuries",109,0,0.6823884,0.24561403027393053,0.09230768750769255,0.24561403027393053,0
121,When should first aid wear gloves?,"Gloves should be worn during first aid when providing care, especially if there is a possibility of coming into contact with another person's blood or other potentially infectious material. Gloves should also be worn when handling items or surfaces soiled with blood or other potentially infectious materials.","It is important to wear gloves when providing first aid in the following situations:

1. Treating open wounds or sores to prevent the risk of infection for both the first aider and the person receiving treatment.
2. Handling bodily fluids like blood, vom",25,0,0.8544783,0.1917808169262527,0.048780482807852986,0.08219177583036248,0
122,What should be done if the weight becomes tough?,"If a choking person becomes unresponsive, they should be lowered to the ground safely and CPR should be immediately started, beginning with chest compressions.","If the weight becomes tough during a workout, it's important to listen to your body and make adjustments as needed to avoid injury. Here are some tips for dealing with tough weights:

1. Check your form: Ensure you are using the correct form for",52,0,0.16420025,0.2372881309164034,0.0,0.20338982583165768,0
123,What does hypothermia involve?,A hypothermia wrap is a method to minimize heat loss in a person with hypothermia. It consists of layers of insulation and heat-reflecting material.,"Hypothermia is a medical emergency that occurs when your body loses heat faster than it can produce heat, causing your body temperature to drop below normal levels. This can happen when you are exposed to cold temperatures for an extended period of time, or",153,0,0.7124856,0.16666666211666678,0.030769226196450384,0.16666666211666678,0
124,Is venous blood easier to manage than arterial blood?,"Yes, bleeding from veins (venous bleeding) is easier to control than arterial bleeding.","Both venous and arterial blood have their own characteristics and considerations when it comes to management. Venous blood is typically easier to obtain as it can be collected through a simple venipuncture procedure, whereas arterial blood requires more expertise and a more invasive procedure",60,0,0.7250012,0.17021276215482128,0.037037033580247236,0.17021276215482128,0
125,What causes heat stroke?,Heat exhaustion can progress to heat stroke if not treated promptly. Heat stroke is a life-threatening condition that requires immediate medical attention.,Heat stroke occurs when the body overheats and is unable to cool itself down. This can happen when someone is exposed to high temperatures for an extended period of time or engaged in strenuous physical activity in hot weather. Some common causes of heat stroke include,144,0,0.62606925,0.19999999555555567,0.06060605626721795,0.19999999555555567,0
126,Do children use safety equipment when playing sports?,"Children should wear all safety equipment that is recommended for the activity. “Toy” protective gear (e.g., plastic helmets) is for imaginative play only.","Yes, it is recommended for children to use safety equipment when playing sports to help prevent injuries. The type of safety equipment needed may vary depending on the sport being played, but common examples include helmets, mouthguards, shin guards, knee pads, and",198,0,0.81452,0.19354838242976077,0.09374999531250022,0.19354838242976077,0
127,How should you get the attention of a person with hearing loss?,Get the person's attention before speaking by lightly touching the person's shoulder or gently waving your hand.,"If you need to get the attention of a person with hearing loss, there are a few strategies you can use:

1. Make sure you are in their line of sight: Wave your hand or gently touch their shoulder to signal that you are trying to",42,0,0.44312176,0.27450979976931955,0.06779660637747796,0.1568627409457902,0
128,What is paraplegia?,Paraplegia is paralysis that affects both legs and the lower trunk.,"Paraplegia is a condition characterized by the impairment or loss of motor and sensory function in the lower half of the body, typically due to damage to the spinal cord. This can result in paralysis of the legs and lower body, affecting mobility and",112,0,0.84978247,0.3255813915413737,0.11538461227810658,0.3255813915413737,0
129,"When should you call EMS/9-1-1 for a bone, muscle, or joint injury?","If the injury seems severe or the person is in a significant amount of pain, you should call EMS/9-1-1.","You should call EMS/9-1-1 for a bone, muscle, or joint injury if:

1. The injury is causing severe pain and you are unable to move the affected area.
2. There is a visible deformity or excessive swelling",123,0,0.7920612,0.3921568581776241,0.0740740696296299,0.27450979935409464,0
130,What obstacles should the explosion present?,"Barrier devices, such as a pocket mask or face shield","There are several obstacles that could be presented by an explosion, depending on the context of your story or scenario. Here are some common obstacles associated with explosions:

1. Physical damage: The explosion could cause destruction to buildings, vehicles, or other structures,",12,0,0.12831175,0.041666663368055815,0.0,0.041666663368055815,0
131,What should you do if the person's condition deteriorates or does not improve within 10 minutes?,Call EMS/9-1-1 and administer more sugar if it is still safe to do so.,"If a person's condition deteriorates or does not improve within 10 minutes, it is important to seek immediate medical assistance. Contact emergency services or bring the person to the nearest hospital for further evaluation and treatment. Do not delay in seeking professional help if",133,0,0.2927435,0.18518518134430736,0.03571428214923505,0.14814814430727036,0
132,What if someone happens to see the caregiver due to the plant?,"If the rash is severe or on a sensitive part of the body, such as the face or groin.","If someone sees the caregiver due to the plant, it is important to stay calm and assess the situation. Depending on the circumstances, you could try to explain the situation and why the caregiver is there. It might also be a good idea to inform the",165,0,0.01266657,0.2040816282548939,0.0,0.16326530172428166,0
133,"What are the four main types of bone, muscle, and joint injuries?","The four basic types of bone, muscle, and joint injuries are dislocation, sprain, strain, and fracture.","The four main types of bone injuries are fractures, stress fractures, dislocations, and sprains. 

The four main types of muscle injuries are strains, contusions (bruises), cramps, and tears. 

The four main types of joint",122,0,0.8284054,0.45714285224489803,0.1538461491124262,0.45714285224489803,0
134,What are some common types of wounds?,"Common types of wounds include bruises, scrapes, and small cuts.","Some common types of wounds include:

1. Abrasions: Superficial wounds caused by rubbing or scraping the skin against a rough surface.
2. Lacerations: Jagged cuts or tears in the skin often caused by sharp objects.
3.",90,0,0.84494245,0.19999999625000006,0.09523809187074841,0.19999999625000006,0
135,When should I call EMS/9-1-1 due to accidental plant damage?,Only if the person experiences a severe allergic reaction or is having trouble breathing.,"If someone is injured as a result of accidental plant damage, particularly if it is a serious injury such as a deep cut, allergic reaction, difficulty breathing, or any other severe symptoms, you should call EMS/9-1-1 immediately. It",165,0,0.48010805,0.2499999958680556,0.0,0.16666666253472232,0
136,What should be done next to the sling applied?,"After applying the sling, a binder should be applied.","After applying the sling, it is important to make sure that it is positioned correctly and securely to support the injured limb. Here are some steps to follow:

1. Check to ensure that the sling is supporting the injured limb in a comfortable position.
2",127,0,0.5047995,0.2380952347278912,0.12244897685964186,0.2380952347278912,0
137,How should children dress for fever?,"Children with fevers should be dressed lightly because they may feel warm. If they get too cold or start to shiver, cover them until the skin feels warm when you touch it.","When a child has a fever, it's important to make sure they are dressed comfortably to help regulate their body temperature. Here are some tips for how children should dress for a fever:

1. Keep clothing lightweight: Dress your child in lightweight, breathable",193,0,0.7057025,0.11940298012920493,0.0,0.08955223386054828,0
138,What are the signs and symptoms of infection from a tick bite?,"Signs of infection from a tick bite include redness, warmth, pain, and fever. If the area becomes infected or the person develops a fever, they should seek medical attention.","Common signs and symptoms of infection from a tick bite include:
1. Redness and inflammation at the bite site
2. Itching or a burning sensation
3. Rash, often in a circular shape (bull's-eye rash)
4. Fever",173,0,0.8304136,0.3050847407986212,0.1587301537918873,0.3050847407986212,0
139,What are the signs and symptoms of miscarriage?,"The signs and symptoms of a miscarriage include anxiety and apprehensiveness, vaginal bleeding (which may be minor or profuse), and cramp-like pain that is similar to labor or menstruation.","The signs and symptoms of miscarriage can vary and may include:

1. Vaginal bleeding, which can range from light spotting to heavy bleeding.
2. Abdominal pain or cramping, which can be mild to severe.
3. Passing",139,0,0.9014881,0.42105262661742077,0.12903225311134256,0.3508771880209296,0
140,What are the signs and symptoms of life-threatening external bleeding?,"The signs and symptoms of life-threatening external bleeding include: blood spurting or flowing freely from a wound, blood that fails to clot after taking measures to control bleeding, and large amounts of blood loss.","Signs and symptoms of life-threatening external bleeding may include:

1. Rapid or weak pulse
2. Pale, cold, sweaty skin
3. Excessive bleeding or spurting of blood
4. Severe pain at the injury site
5",60,0,0.90305907,0.33333332833888896,0.18181817681818196,0.29999999500555563,0
141,What should you avoid doing if someone has an eye injury?,Avoid touching the eye or putting pressure on or around it.,"If someone has an eye injury, it's important to avoid the following:

1. Rubbing or applying pressure to the injured eye, as this can cause further damage.
2. Trying to remove any object that may be stuck in the eye, as",102,0,0.71174514,0.17777777432098768,0.0,0.17777777432098768,0
142,Is the ear contagious?,"No, an earache is not contagious.","No, the ear itself is not contagious. However, some conditions that affect the ear, such as an ear infection, can be contagious if caused by a virus or bacteria. It's always a good idea to practice good hygiene to help prevent the spread",189,0,0.6693934,0.23809523564625854,0.08510638107741064,0.23809523564625854,0
143,What is a snake strike?,A snake's striking range is about two-thirds of its length forward and one-third upward.,"A snake strike is a quick and sudden movement that snakes use to attack their prey or defend themselves. When a snake strikes, they lunge forward with their mouth open to bite their target. The strike is usually fast and precise, allowing the snake to",175,0,0.60920155,0.16326530204081643,0.0,0.16326530204081643,0
144,When may Good Samaritan laws not protect a First Aider?,"Good Samaritan laws may not protect a First Aider if their actions are grossly negligent or reckless, or if they abandon the person after starting care.","Good Samaritan laws may not protect a First Aider in the following situations:

1. **Gross negligence or willful misconduct**: If the First Aider provides aid in a reckless or intentionally harmful manner, they may not be protected by Good Samar",16,0,0.8923313,0.43636363144462814,0.2580645113163372,0.43636363144462814,0
145,Where should you know the location of the first aid kit in your device?,Automated external defibrillator (AED),"It's important to familiarize yourself with the location of the first aid kit in your device so you can access it quickly in case of an emergency. Typically, you can find the first aid kit in the owner's manual or documentation that came with your",12,0,0.38218886,0.0,0.0,0.0,0
146,What do you do when applying topical medication?,Protect yourself by using an applicator or wearing disposable gloves.,"When applying topical medication, it's important to follow these general steps:

1. Wash your hands with soap and water before and after applying the medication to ensure that your hands are clean.
2. Cleanse and dry the affected area before applying the medication",194,0,0.43583608,0.0,0.0,0.0,0
